"Title","Content","PublishDate","ExpirationDate","WorkflowStatus","LastModifiedDate","LastModifiedBy","ActiveFlag","MarkedForDeletion","DeploymentJobID","ContentID"
"Contact Us","<strong>Petroferm Administrative Offices</strong><br>
				2416 Lynndale Road<br>
				Fernandina Beach, FL 32034<br>
				Phone: 904-261-8286<br>
				Fax: 904-261-6994
			<p>
			
				<table width=""50%"" border=""0"" cellspacing=""0"" cellpadding=""3"">
				<tr>
					<td width=""100%"" class=""tblHdr"">Regional Managers/USA</td>
				</tr>
				<tr><td class=""tblRow2"" colspan=""2""></td></tr>			
				<tr valign=""top"">
					<td class=""tblRow1"">
						Sandra Gates<br>
						RM Southeast Region<br>
						<a href=""mailto:sgates@petroferm.com"">sgates@petroferm.com</a><br>
					</td>			
				</tr>			
				<tr><td class=""tblRow2"" colspan=""2""></td></tr>
				<tr valign=""top"">
					<td class=""tblRow1"">
						Bill Johnson<br>
						RM Western Region<br>
						<a href=""mailto:bjohnson@petroferm.com"">bjohnson@petroferm.com</a><br>
					</td>
				</tr>
				<tr><td class=""tblRow2"" colspan=""1""></td></tr>
				<tr valign=""top"">
					<td class=""tblRow1"">
						Jose Zapata<br>
						RM Latin America<br>
						<a href=""mailto:jzapata@petroferm.com"">jzapata@petroferm.com</a>
					</td>
				</tr>				
				<tr><td class=""tblRow2"" colspan=""1""></td></tr>
				<tr valign=""top"">
					<td class=""tblRow1"">
						Mike Winters<br>
						RM Midwest Region<br>
						<a href=""mailto:mwinters@petroferm.com"">mwinters@petroferm.com</a>
					</td>
				</tr>
				<tr><td class=""tblRow2"" colspan=""1""></td></tr>
				<tr valign=""top"">
					<td class=""tblRow1"">
						Mike Savidakis<br>
						RM Northeast Region<br>
						<a href=""mailto:msavidakis@petroferm.com"">msavidakis@petroferm.com</a>
					</td>
				</tr>
				<tr><td class=""tblRow2"" colspan=""2""></td></tr>
				<tr>
					<td width=""100%"" class=""tblHdr"">International Regional Managers</td>
				</tr>				
				<tr><td class=""tblRow2"" colspan=""1""></td></tr>			
				<tr valign=""top"">
					<td class=""tblRow1"">
						Jonathan Tomassetti<br>
						RM Asia Pacific<br>
						<a href=""mailto:jtomassetti@petroferm.com"">jtomassetti@petroferm.com</a>
					</td>
				</tr>			
				<tr><td class=""tblRow2"" colspan=""1""></td></tr>
				<tr valign=""top"">
					<td class=""tblRow1"">
						Kul Sappal <br>
						RM Europe/Africa/Middle East<br>
						<a href=""mailto:ksappal@petroferm.com"">ksappal@petroferm.com</a>
					</td>			
				</tr>				
												
			</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","11"
"Electronics Cleaning","<div style=""padding-left: 40px;width:100%;"" class=""bodyBig""> 
						<br/>
						<p>For over 15 years Petroferm has been providing environmentally responsible chemistries formulated for outstanding performance and competitive use-costs.  Petroferm's electronics cleaning agents have been developed specifically for electronic assembly manufacturing and semiconductor packaging applications. Our products offer chemistries designed to serve all major types of cleaning processes: semi-aqueous, aqueous, vapor degreasing, and manual/non-aqueous cleaning. Petroferm, along with its worldwide marketing partners, is committed to helping you with your selection to ensure your total satisfaction. </p>
						<p>Petroferm products are sold under the AXAREL, BIOACT, HYDREX, LENIUM, and MEGASOLV registered tradenames.</p>
						</div>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","12"
"Precision and Industrial Cleaning","<div style=""padding-left: 40px;width:100%;"" class=""bodyBig""> 
						<br/>
						<p>Petroferm offers a comprehensive range of cleaning agents specifically engineered for use in all major types of cleaning processes: aqueous, semi-aqueous, non-aqueous immersion, vapor degreasing, and manual/handwipe cleaning.  Petroferm's precision cleaning products have been developed specifically for the removal of a broad range of soils including oils, greases, coolants, lubricants, adhesives, fluxes, or waxes in precision applications. </p>
						<p>Petroferm products are sold under the AXAREL, BIOACT, CleanSafe, LENIUM, and RE-ENTRY registered tradenames.</p></div>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","13"
"Asphalt Products","<div style=""padding-left: 40px;width:100%;"" class=""bodyBig""> 
						<br/>
						<p>Petroferm Asphalt Extractants and Cleaners are an ideal biodegradable alternative to replace chlorinated solvents such as Trichloroethylene and 1,1,1 Trichloroethane traditionally used to perform quality control tests with bituminous hot-mix asphalt to determine asphalt content values. The asphalt extractants have been designed to be used with vacuum and centrifuge equipment for test procedures approved by State DOT agencies.  These products can also be used to dissolve and remove asphalt from lab equipment, tools, and heavy equipment.</p>
						<p>Petroferm products are sold under the BIOACT, and LENIUM registered tradenames.</p>
						</div>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","14"
"Aerospace/Airline","<div style=""padding-left: 40px;width:100%;"" class=""bodyBig""> 
						<br/>
						<p>Petroferm has been providing cutting-edge cleaning agents to many industries for over 15 years. Our products are environmentally responsible and have been formulated for outstanding performance and competitive in-use costs. We offer several brands of hand-wipe, vapor degreasing, aqueous, non-aqueous and semi-aqueous products. Our Cleaning Agents are approved and used by manufacturers of aerospace and commercial airline equipment as well as their suppliers, customers and maintenance companies.  Petroferm products are used to clean a broad range of soils for all types of cleaning processes used in the manufacture and maintenance of aerospace and aviation equipment. </p>
						<p>Petroferm products are sold under the AXAREL, BIOACT, LENIUM, and RE-ENTRY registered tradenames.</p>
						</div>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","15"
"Fuels Division","<br><table cellpadding=""0"" cellspacing=""0"" border=""0"" width=""375""><tr><td style=""line-height:20px;padding-left:5px;"">
The Fuels division provides chemicals and field expertise to improve combustion of heavy fuel oils and production of oil and gas.  The PEP-99® and PAF® products create stable emulsions of heavy fuel oils with 10-30% water.  These products allow the combustion of low-grade heavy fuel oil.  The results are increased combustion efficiency, lower stack emissions and reduction in the use of costly diluents.
<p></p>Petroferm has leveraged this technology to create the HO-FLOW® family of products for the oilfield.  The HO-FLOW products form water external emulsions with heavy crude oils with only 30% water in the mixture.  These emulsions have reduced apparent viscosities that lower pressure losses in tubing and pipelines.  The technology has increased production and lowered pipeline transportation costs in Canada and Mexico.
<p></p>The surfactant chemistry at Petroferm has been expanded to develop products for oil and gas production.  Products for Paraffin, Asphaltenes, Dehydration and Gas Well Foam treatments are available.  Petroferm continues to search for cost-effective solutions in the petroleum industry by combining their expertise in surface chemistry and integrated manufacturing capabilities.
<p></p><em>*PEP-99, PAF and HO-FLOW are registered trademarks of Petroferm Inc.</em></td></tr></table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","16"
"About Petroferm Inc.","<p>Petroferm Inc. is a privately held specialty chemical manufacturer with facilities in the U.S. and Europe.  We have achieved success by combining a relentless focus on our core markets with continued technological innovation.  In Gurnee, IL, we manufacture specialty ingredients for the food, personal care, lubricant, and polymer industries, as well as proprietary products that are used to create water-in-oil emulsions with heavy fuel oil that is burned in large industrial boilers.  In Fernandina Beach, FL we manufacture products that are used to clean high reliability electronics, airplane, and aerospace components.  In Lancaster, UK, we manufacture non-halogenated flame retardants and smoke suppressants based on borates and stannates that are used in the plastics, rubber, and paint industries.</p>
				<p>At Petroferm, our mission is to drive our customers' growth by constantly supplying innovative solutions through superior customer service, a diverse product offering and applications support. </p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","17"
"Manufacturing Capabilities","<p>Petroferm's manufacturing capabilities range from simple blends to complex reactions.  Our facility in Florida manufactures all of Petroferm's Cleaning Agents to the strictest quality standards.
				<P>Our Gurnee production facility is ideal for making esters and alkoxylates. In addition to 19 reactors, the facility boasts 7 rail spots, 9 loading docks and over 760,000 gallons of storage capacity for increased materials handling. We fully expect these new capabilities to strengthen our product line offering.
				<p>	
				<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
				<tr>
					<td class=""tblHdr"">Esterfication</td>
					<td class=""tblHdr"">Alkoxylation</td>
					<td class=""tblHdrctr"">Silicones/Silanes</td>
					<td class=""tblHdr"">Antifoams</td>
					<td class=""tblHdr"">Vegetable Oils</td>
				</tr>
				<tr valign=""top"">
					<td class=""tblRow2"">
						Amides<br>
						Fatty Esters<br>
						Glycerol Esters<br>
						Methyl Esters<br>
						PEG Esters<br>
						Phosphate Esters<br>
						Polyglycerol Esters<br>
						Propoxylated Esters<br>
						Sorbitan Esters
					</td>
					<td class=""tblRow2"">
						Ethoxylated Alcohols<br>
						Ethoxylated Amines<br>
						Ethoxylated Esters<br>
						Ethoxylated Glycerine<br>
						Ethoxylated Sorbitol<br>
						EO/PO Copolymers<br>
						PEGs<br>
						Polysorbates<br>
						Surfactants, Anionic<br>and Cationic
					</td>
					<td class=""tblRow2"">
						Silicone Emulsions<br>
						Silicone Fluids<br>
						Functionalized Silicones
					</td>
					<td class=""tblRow2"">
						Silicone<br>
						Non-silicone
					</td>
					<td class=""tblRow2"">
						Canola Oil<br>
						High Oleic Canola Oil<br>
						HEAR Oil<br>
						Medium Blown HEAR Oil
					</td>
				</tr>
				</table>

				<p>The Inorganic Borate and Stannate product range manufactured at Lancaster UK includes the following listed below.

				<p>
				<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
				<tr>
					<td class=""tblHdr"">Inorganic Borates</td>
					<td class=""tblHdr"">Inorganic Stannates</td>
					<td class=""tblHdrctr"">Epoxy Floor Screeds</td>
				</tr>
				<tr valign=""top"">
					<td class=""tblRow2"">
						Zinc Borate<br>
						Barium Metaborate<br>
						Calcium Borate<br>
						Magnesium Borate<br>
						Aluminium Borate<br>
						Potassium Borate<br>
						Melamine Borate<br>
						Zinc Borophosphate<br>
						Zinc Borate Anhydrous<br>
						Calcium Borate Anhydrous<br>
						Magnesium Borate Anhydrous<br>
					</td>
					<td class=""tblRow2"">
						Zinc Hydroxy Stannate<br>
						Zinc Stannate<br>
						ZHS Coated Alumina Trihydrate<br>
						ZHS Coated Magnesium Hydroxide <br>
					</td>
					<td class=""tblRow2"">
						Trawlerdeck 
					</td>
				</tr>
				</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","18"
"Company History","<p>Founded in 1981, Petroferm is a privately held manufacturer of specialty chemicals. In its early days, Petroferm was a biotechnology company focused on recovery, transportation and combustion of heavy hydrocarbons (crude oil).  The ""Fuel Services"" business unit, Petroferm's oldest division, emerged from this initial work.  The ""Cleaning Products"" business unit was also founded in the mid-1980's, with early work to replace hazardous cleaning solvents commonly used in manufacturing processes.  Then the signing of the Montreal Protocol in the late 1980's presented a global opportunity for Petroferm scientists to use their expertise to formulate CFC-free cleaning products, leading to Petroferm's worldwide success in Electronics and Precision Cleaning industries.<p>In the mid-1990's, Petroferm began a series of acquisitions that began with Siltech, manufacturer of specialty silicones, followed by Oleochemical derivatives manufacturer Calgene Chemical, and Hansotech, which sold natural waxes primarily to the Personal Care industry.  These three companies today are the subsidiary Lambent Technologies, now based in Gurnee, IL, in a large surfactant manufacturing plant acquired from BASF Corp in 2003.  In 1999, Petroferm acquired Banner Chemicals in the UK, and in 2004 divested Banner Chemicals, retaining ownership of Banner subsidiary Joseph Storey and Co., Ltd, a manufacturer of flame retardants and smoke suppressants. <p>Today, the Company is organized into two divisions to best serve our customers and focus on target markets.  The Industrial Products Division (Lambent Technologies and Joseph Storey) manufactures specialty ingredients for personal care, food, polymers, and lubricants.  The Petroferm Products Division manufactures a wide variety of industrial cleaning agents (Cleaning Products) and solutions to aid in the combustion of heavy crude (Fuels Services).","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","19"
"Contact Us","<p><strong>Petroferm Inc.</strong><br>
			2416 Lynndale Road<br>
			Fernandina Beach, FL 32034<br>
			Phone: 904-277-5237<br>
			Fax: 904-261-6994<br>
			E-mail: <a href=""mailto:awood@petroferm.com"" title=""Contact Petroferm Inc."">awood@petroferm.com</a><br><br>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","20"
"Combustion Enhancement Technologies","PEP®-99 technology creates and stabilizes water-in-oil emulsions with heavy fuel oil typically burned in large industrial boilers and process heaters. PEP-99 technology is particularly advantageous when used in the older or lower-technology boilers.  Patented PAF technology converts low-value refinery bottoms into more valuable fuels. These emulsified fuels provide significant improvements in the handling and combustion characteristics of the hydrocarbon feedstock.  
						<p><img src=""web/files/images/content/fuel_combustion_diagram.jpg"" width=""545"" hspace=""5""></p>
						<p>A typical burner atomizer produces a spray of fuel oil with an average droplet size greater than 100 microns in diameter. Fuel droplets of this size tend to burn incompletely, and unburned carbon is deposited as soot or escapes up the stack as particulate. 
						</p>
						<p><img src=""web/files/images/content/fuel_combustion_diagram_PEP99.jpg"" width=""545"" hspace=""5""></p><p>
						Fuels which are atomized to smaller droplet sizes are able to improve combustion in a number of ways such as: 
						</p>
						<ul>
						<li>Better carbon burnout</li>
						<li>Lower excess oxygen</li>
						<li>Greater boiler efficiency </li>
						<li>Lower particulate emissions</li>
						<li>Less NO<sub>x</sub>  and SO<sub>3</sub> production </li>
						<li>Cleaner, lower maintenance boilers </li>
						</ul>
						<p>
						These benefits arise from a more compact flame which has a lower peak flame temperature and requires less excess oxygen.  The boiler efficiency increases due to the lower excess oxygen and better fuel combustion.  The improved combustion produces less soot, reducing particulate emissions and slag deposition in the boiler.  Less soot also maintains heat transfer surfaces cleaner, providing longer boiler run times between scheduled cleaning.   NO<sub>x</sub> and SO<sub>3</sub> emissions are reduced with a cooler flame.						
						</p>
						
						<p><img src=""web/files/images/content/fuel_smokestacks.jpg"" align=""right"">
						Smaller droplet sizes can be achieved using both water-in-oil and oil-in-water emulsion technology from Petroferm. Petroferm has the capability to design, install and operate an on-site fuel emulsion facility.  Fireside corrosion inhibitors are also provided to complement our combustion improvers and provide a complete fuel treatment package.  The corrosion inhibitors convert combustion products formed from vanadium and sulfur in heavy fuel oils into harmless by-products.
						</p>					
					</td>
					<td width=""30""><img src=""images/spacer.gif"" height=""1"" border=""0""></td>
				</tr>
			</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","21"
"Oilfield Products","<p>Petroferm was founded in 1981 specifically to develop chemistry related to emulsified crude and fuel oil.  Petroferm has continued to maintain a presence in the upstream petroleum industry.  Today the Petroferm staff has over 40 years of experience in production chemistry.  As our distribution grows, our product line expands to meet the demands of our clients.  Petroferm offers products and technical service for many oilfield applications.  Several projects have led to technology development not commonly found at competing companies:</p>
						<!-- Begin Content Info Table -->
						<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
							<tr>
								<td class=""tblHdr"">Technology</td>
								<td class=""tblHdr"">Application</td>
							</tr>
							<tr>
								<td class=""tblRow2""></td>
								<td class=""tblRow2""></td>		
							</tr>
							<tr>
								<td class=""tblRow1"">HO-FLOW</td>
								<td class=""tblRow1"">Heavy crude oil dispersions in water for pipeline transportation</td>
							</tr>
							<tr>
								<td class=""tblRow2""></td>
								<td class=""tblRow2""></td>		
							</tr>
							<tr>
								<td class=""tblRow1"">HO-FLOW</td>
								<td class=""tblRow1"">Dispersion of high pour-point crude oils in water</td>
							</tr>
							<tr>
								<td class=""tblRow2""></td>
								<td class=""tblRow2""></td>		
							</tr>
							<tr>
								<td class=""tblRow1"">HO-FLOW</td>
								<td class=""tblRow1"">Wellbore stimulation and increased flow of heavy crude oils</td>
							</tr>
							<tr>
								<td class=""tblRow2""></td>
								<td class=""tblRow2""></td>		
							</tr>
							<tr>
								<td class=""tblRow1"">BIOACT</td>
								<td class=""tblRow1"">Dispersion of high-molecular weight paraffins in crude oil or hot water</td>
							</tr>
							<tr>
								<td class=""tblRow2""></td>
								<td class=""tblRow2""></td>		
							</tr>
							<tr>
								<td class=""tblRow1"">BIOACT</td>
								<td class=""tblRow1"">Dewatering waxy emulsions below the wax appearance temperature</td>
							</tr>
						</table><br><br> ","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","22"
"Our Customers' First Choice","<br>
			<table cellpadding=""0"" cellspacing=""0"" border=""0"" width=""375"">
				<tr>
					<td valign=""top"" style=""padding:0;"" width=""188"" height=""64""><img src=""web/files/images/content/home1L.jpg"" width=""188px"" height=""64px"" alt=""Lambent Technologies - Our Customers' First Choice"" border=""0""></td>
					<td valign=""top"" style=""padding:0;"" width=""187"" height=""64""><img src=""web/files/images/content/home1R.jpg"" width=""187px"" height=""64px"" alt=""Lambent Technologies - Our Customers' First Choice"" border=""0""></td>
				</tr>
				<tr>
					<td valign=""top"" style=""padding:0;"" width=""188"" height=""63""><img src=""web/files/images/content/home2L.jpg"" width=""188px"" height=""63px"" alt=""Lambent Technologies - Our Customers' First Choice"" border=""0""></td>
					<td valign=""top"" style=""padding:0;"" width=""187"" height=""63""><img src=""web/files/images/content/home2R.jpg"" width=""187px"" height=""63px"" alt=""Lambent Technologies - Our Customers' First Choice"" border=""0""></td>
				</tr>
				<tr>
					<td valign=""top"" style=""padding:0;"" width=""188"" height=""64""><img src=""web/files/images/content/home3L.jpg"" width=""188px"" height=""64px"" alt=""Lambent Technologies - Our Customers' First Choice"" border=""0""></td>
					<td valign=""top"" style=""padding:0;"" width=""187"" height=""64""><img src=""web/files/images/content/home3R.jpg"" width=""187px"" height=""64px"" alt=""Lambent Technologies - Our Customers' First Choice"" border=""0""></td>
				</tr>
				<tr>
					<td style=""line-height:20px;padding-left:5px;"" colspan=""2"">
						<b>Lambent Technologies</b> manufactures and supplies select raw materials for use in 
						value added formulations.  Using our esterification, alkoxylation and blending capabilities, 
						Lambent manufactures about 100 oleochemical derivatives for customers seeking high performance, 
						naturally derived ingredients.  We also supply select vegetable oils to industrial markets 
						and have a custom manufacturing segment providing solutions for your specific requirements.
					</td>
				</tr>
			</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","23"
"About Lambent Technologies","<img src=""web/files/images/content/floor.jpg"" align=""right"" hspace=""10px"" vspace=""5px"" alt="""" border=""0"">
				
				<p>Lambent Technologies manufactures and supplies select raw materials for use in value added formulations. Lambent, a division of Petroferm Inc., manufactures  Oleochemical Derivatives and silicone specialties at its Gurnee, IL headquarters.
				<p><strong>Oleochemical Derivatives:</strong> 
				<p>Using our esterification, alkoxylation and blending capabilities, Lambent manufactures about 100 oleochemical derivatives for customers seeking high performance, naturally derived ingredients. We also supply select vegetable oils to industrial markets and have a custom manufacturing segment providing solutions for your specific requirements. 
				<p><strong>Production Facility</strong>
				<ul> 
					<li>Purchased from BASF in 1993, Lambent's Gurnee facility represents a multi-million dollar investment that increased our capacity and broadened our versatility, complete with state-of-the-art process and lab equipment. 
					<li>Capacity at Gurnee tops 100 million pounds. 
					<li>Highly modern facility has an outstanding safety record along with several widely recognized quality certifications including: 
						<ul type=""square"">
							<li>Current Good Manufacturing Practices (cGMP) 
							<li>ISO 9001-2000 
							<li>Kosher and Kosher for Passover (OU) certified production 
							<li>Halaal certified production
							<li>Food grade certified production 
							<li>American Institute of Bakers (AIB) ""Superior"" production rating 
							<li>USP/NF grade certified production 
						</ul>
				</ul>
				<strong>Silicone Specialties:</strong>
				<p>Lambent's product offering includes several custom synthesized silicone and Guerbet alcohol derivatives. These products mirror conventional surfactants in variety and type, while also providing characteristics not found in traditional hydrocarbons.  These products provide unique properties to formulations including household and automotive cleaners, air fresheneners and odor neutralizers, and Personal Care products.","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","24"
"Manufacturing Capabilities","<p>
				The Gurnee production facility is ideal for making esters and alkoxylates, currently Lambent's two largest volume processes. 
				In addition to 19 reactors, the facility boasts 7 rail spots, 9 loading docks and over 760,000 gallons of storage capacity for 
				increased materials handling. We fully expect these new capabilities to strengthen our product line offering.</p>
				<!-- Begin Content Info Table -->
				<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"">
				<tr>
					<td class=""tblHdr"">Esterfication</td>
					<td class=""tblHdr"">Alkoxylation</td>
					<td class=""tblHdrctr"">Silicones/Silanes</td>
					<td class=""tblHdr"">Antifoams</td>
					<td class=""tblHdr"">Vegetable Oils</td>
				</tr>
				<tr valign=""top"">
					<td class=""tblRow2"">
						Amides<br>
						Fatty Esters<br>
						Glycerol Esters<br>
						Methyl Esters<br>
						PEG Esters<br>
						Phosphate Esters<br>
						Polyglycerol Esters<br>
						Propoxylated Esters<br>
						Sorbitan Esters
					</td>
					<td class=""tblRow2"">
						Ethoxylated Alcohols<br>
						Ethoxylated Amines<br>
						Ethoxylated Esters<br>
						Ethoxylated Glycerine<br>
						Ethoxylated Sorbitol<br>
						EO/PO Copolymers<br>
						PEGs<br>
						Polysorbates<br>
						Surfactants, Anionic<br>and Cationic
					</td>
					<td class=""tblRow2"">
						Silicone Emulsions<br>
						Silicone Fluids<br>
						Functionalized Silicones
					</td>
					<td class=""tblRow2"">
						Silicone<br>
						Non-silicone
					</td>
					<td class=""tblRow2"">
						Canola Oil<br>
						High Oleic Canola Oil<br>
						HEAR Oil<br>
						Medium Blown HEAR Oil
					</td>
				</tr>
				</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","25"
"Company history","<p>Lambent Technologies was incorporated in 1952 as Hodag Chemical, with a manufacturing facility in Skokie, IL.  Calgene Inc. purchased Hodag Chemical in 1992 and renamed it Calgene Chemical.  In 1997, Calgene Inc. was purchased by Monsanto.  Petroferm Inc. purchased Calgene Chemical from Monsanto in 1998 and renamed Lambent Technologies.</p>
				<p>Throughout its history (and name changes), Lambent Technologies has been a reputable manufacturer of oleochemical derivatives, such as esters, alkoxylates, antifoams and specialty blends.  Over the last few years, demand for Lambent products outpaced the Skokie plant’s manufacturing capacity.  In response to this increased demand, Lambent purchased a manufacturing facility in Gurnee, IL from BASF in July 2003.</p>
				<p>The Gurnee facility was strategically selected based on its close proximity to the Skokie facility and its nearly identical manufacturing capabilities.  The Gurnee site was constructed in 1970 and operated until 1986 by Mazer Chemical.  The facility was sold in 1986 to PPG who proceeded to upgrade many aspects of the operations until selling the plant in 1996 to BASF.  BASF continued making significant capital improvements to the facility until selling the Gurnee plant to Petroferm in 2003.  This state-of-the-art facility is now the headquarters and primary manufacturing site of Lambent Technologies.  Lambent continues to invest capital in the facility to maintain and improve safety, quality, efficiencies and capacity.  The Skokie manufacturing site is still in operation today and producing Lambent products.</p>
				<p>With the acquisition of the Gurnee site from BASF, most of the site operations and laboratory staff were hired into Lambent.  This dedicated and highly motivated team of employees has been extensively trained in all facets of manufacturing, quality and safety.  The Gurnee site is ISO 9001-2000 certified and efforts are currently being made to register the Skokie manufacturing site as well.</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","26"
"Contact Us","			<p align=""center"">
				<img src=""web/files/images/content/lam-gurn-aerial.jpg"" width=""160"" height=""140"" alt=""Lambent Technologies, Corp. Headquarters Aerial Photo"" border=""0"">
				&nbsp;&nbsp;
				<img src=""web/files/images/content/lam-map.gif"" width=""160"" height=""140"" alt=""Lambent Technologies, Corp. Gurnee, Illinois"" border=""0""
				</p>
			<p align=""center"">
				Lambent Technologies<br>
				3938 Porett Drive<br>
				Gurnee, Illinois 60031<br><br>
			</p>
			<p align=""center"">
				More information?<br>
				Phone: (800) 432-7187<br>
				Fax: (847) 249-6792<br>
				Email: <a href=""mailto:lambent@lambentcorp.com"">lambent@lambentcorp.com</a>
			</p>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","27"
"Food & Food Processing","<p>Lambent Technologies manufactures and supplies functional ingredients for various food formulations and processing applications. Using premium food grade raw materials, and with a strong position in vegetable oil-based chemistries, Lambent currently serves its customers with select ingredients for: </p>
							<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
								<tr>
									<td width=""40%"">
										- Processed and Prepared Foods<br/>
										- Baked Goods and Confectioneries<br/>
										- Flavors and Spices <br/>
										- Lecithin Replacement <br/>
										- Sprays, Coatings and Packaging
									</td>
								</tr>
							</table>
						<p>Our facility in Gurnee, IL has many quality certifications.  Those that are important for food manufacturers include:</p>
							<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
								<tr>
									<td width=""40%"">
										- ISO 9001-2000<br/>
										- Food cGMP<br/>
										- American Institute of Bakers ""Superior"" Rating<br/>
										- Kosher and Kosher for Passover (OU) certified production<br/>
										- Halaal certified production
									</td>
								</tr>
							</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","28"
"Coatings & Colorants","<p>Lambent Technologies manufactures and supplies select raw materials and additives for coatings, colorants, paints, inks and adhesives.  We also manufacture process aids for polymer, printing, coating and adhesive systems.  We currently provide products for the following applications:</p>
							<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
								<tr valign=""top"">
									<td width=""50%"">
										- Clear Coatings<br/>
										- Protective and Decorative Coatings<br/>
										- Lacquers and Varnishes<br/>
										- Liquid Colorants<br/>
										- Paints
									</td>
									<td width=""40%"">
										- Inks<br/>
										- Resins<br/>
										- Adhesives<br/>
										- Packaging
									</td>

								</tr>
							</table>
							<p>Lambent’s specialty products add value and consistency to formulations, processes and coatings systems.  Lambent’s product line includes:</p>
							<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
								<tr valign=""top"">
									<td width=""50%"">
										- Pigment Dispersants and Emulsifiers<br/>
										- Process Aids and Leveling Agents<br/>
										- Solvents and Carriers
									</td>
									<td width=""40%"">
										- Release Agents<br/>
										- Catalysts and Curing Aids<br/>
										- Antifoams
									</td>

								</tr>
							</table>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","29"
"Lubricants & Metalworking","<p>Lambent Technologies manufactures and supplies select oleochemical 
							derivatives for lubricant formulations - and has done so for more than 30 years.  
							With a strong position in vegetable oil-based chemistries, we currently serve 
							customers by providing ingredients used in:</p>
							<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
								<tr>
									<td width=""40%"">
										- Automotive Specialty Fluids<br/>
										- Fiber Lubricants<br/>
										- Gear Oils<br/>
										- Hydraulic Fluids<br/>
										- Marine Lubricants<br/>
										- Metalworking Fluids<br/>										
									</td>
									<td width=""50%"">
										- Mining and Forestry Fluids<br/>
										- Mold Releases
										- Near Dry Lubricants<br/>
										- Fiber Lubricants<br/>
										- Gear Oils<br/>
										- Hydraulic Fluids
									</td>
								</tr>
							</table>
							<p>Lambent's vegetable oil-based chemistries add value to lubricant products by allowing the formulation of finished goods to have outstanding performance with improved environmental acceptability.  Our offering includes:</p>
							<table width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"">
								<tr>							
									<td width=""90%"">
										- Esters as Lubricity Additives<br/>
										- Food Grade Lubricant Ingredients<br/>
										- Vegetable Oils as Base Fluids<br/>
										- Antifoams<br/>
										- Multifunctional Emulsifiers
									</td>
								</tr>
							</table>
							<br/>","2007-03-18 00:00:00","2037-03-18 00:00:00","LIVE","2007-03-18 21:51:00","1","1","0","1","30"
